"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes","extractor_model"
"2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","1","ELIGIBLE_DATA_EXTRACTED","YES","Fund Performance: Sorted By Vintage And Strategy | Performance Analysis","document_context | fund_economics_observation","167","167","Counted from page-001.png: 24 investment rows across the seven eligible value columns (Committed, Contributed, Unfunded, Distributed, Remaining Value, TVPI (X), IRR (%)) give 168 cells, less the two printed NM cells in IRR (%) on Tamarack Mezzanine Partners and SmartForest Ventures I, which produce no row, giving 166, plus the single document_context row. Both lanes counted 167 and agree. The only coverage difference is source_structures: the page carries one table titled 'Fund Performance: Sorted By Vintage And Strategy' under the printed section heading 'Performance Analysis', so B listed the heading as a second structure where it is the section this table sits in, not another structure.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","2","ELIGIBLE_DATA_EXTRACTED","YES","Fund Performance: Sorted By Vintage And Strategy","fund_economics_observation","182","182","","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","3","ELIGIBLE_DATA_EXTRACTED","YES","Fund Performance: Sorted By Vintage And Strategy","fund_economics_observation","131","131","Counted from page-003.png: 22 investment rows across the same seven columns give 154 cells, less the 30 printed NM cells (15 rows of 2019-2021 vintage print NM in both TVPI (X) and IRR (%)), giving 124, plus the seven populated cells of the printed Total row. Both lanes counted 131 and agree; this page reached the diff as a deterministic sample, not as a disagreement.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","1","ELIGIBLE_DATA_EXTRACTED","YES","Real Estate Portfolio","document_context | fund_economics_observation","431","431","Counted from page-001.png: 72 partnership rows x 5 always-populated columns (Capital Commitment, Total Capital Contributed, Total Capital Distributed, Fair Market Value, Total Value Multiple) = 360, plus 70 IRR cells (Page Mill and Guggenheim Structured Real Estate II, L.P. print N/M, which is an N/A cell and yields no row), plus the single document_context row = 431. Both lanes agreed at 431 and both are right; the page prints no total row.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","2","ELIGIBLE_DATA_EXTRACTED","YES","Real Estate Portfolio","fund_economics_observation","308","308","Counted from page-002.png: 51 partnership rows x 5 columns = 255, plus 48 IRR cells (Lincoln CIP Industrial Value Add, Sculptor Real Estate Fund V and Hammes Income & Growth Healthcare Fund, L.P. print N/M), plus the 5 populated cells of the printed Grand Total(s): row, whose IRR cell is blank = 308. Both lanes agreed at 308. The Grand Total(s): row is eligible because it carries its own printed label and a clear grain, the whole Real Estate Portfolio as of Dec 31, 2024; both lanes extracted it, keyed two ways, and it publishes once.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","3","ELIGIBLE_DATA_EXTRACTED","YES","REITS | Separate Accounts","fund_economics_observation","137","137","Counted from page-003.png, two tables. REITS: 7 partnership rows x 2 amount columns = 14, plus 7 IRR cells, plus 2 cells on its Grand Total(s): row, whose table prints no multiple column = 23. Separate Accounts: 28 partnership rows x 3 columns (Total Capital Distributed, Fair Market Value, Total Value Multiple) = 84, plus 27 IRR cells (LBA Logistics Value Fund X, LP prints N/M), plus 3 cells on its Grand Total(s): row = 114. 23 + 114 = 137. Both lanes agreed at 137. The footnote, the IRR warning paragraph and the two section headings state no eligible values of their own.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC060","716b2b3028d4222c5bd8dbe183698cc7ea61e5f7a4d37e799da36d64c0e2dac3","Performance","02-performance","CORE","ADJUDICATED","1","ELIGIBLE_DATA_EXTRACTED","YES","Alternatives Portfolio","document_context | fund_economics_observation","298","298","Counted from page-001.png: 53 partnership rows x 5 always-populated columns (Capital Commitment, Total Capital Contributed, Total Capital Distributed, Fair Market Value, Total Value Multiple) = 265, plus 32 IRR cells (21 of the 53 print n.m., which is an N/A cell and yields no row), plus the single document_context row = 298. The TWR column is excluded on every row: fund_economics_observation permits no time-weighted return category. Both lanes agreed at 298.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC060","716b2b3028d4222c5bd8dbe183698cc7ea61e5f7a4d37e799da36d64c0e2dac3","Performance","02-performance","CORE","ADJUDICATED","2","ELIGIBLE_DATA_EXTRACTED","YES","Alternatives Portfolio","fund_economics_observation","174","174","Counted from page-002.png: 30 partnership rows x 4 amount columns = 120, plus 30 Total Value Multiple cells, plus 18 IRR cells (10 print n.m. and Sheridan Production Partners I-B and II-B print nothing), plus the 6 eligible cells of the printed Totals: row = 174. That Totals row is the whole difference between the lanes: A extracted it and B did not, and it is eligible because it carries its own printed label and a clear grain. TWR excluded as on page 1.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC063","f27235b5cbd2148f78e6d7d010017b38e2807611735e9229375986a38db2db38","Performance","02-performance","CORE","ADJUDICATED","1","ELIGIBLE_DATA_EXTRACTED","YES","Real Assets Ending Market Value & Performance Summary (By Partnership)","document_context | performance_observation","111","111","Counted from page-001.png: 39 partnership rows print 110 populated eligible cells across Ending Market Value (MM) and the 10-Yr/5-Yr/3-Yr/1-Yr Total Return columns, with NM and dash cells producing no row per the page's own NM footnote, plus the single document_context row. Both lanes counted 111 and agree. The only coverage difference is source_structures labelling: the page prints one table titled 'Real Assets Ending Market Value & Performance Summary (By Partnership)', so B's extra 'Real Assets' element is a truncation of that same heading, not a second structure.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC063","f27235b5cbd2148f78e6d7d010017b38e2807611735e9229375986a38db2db38","Performance","02-performance","CORE","ADJUDICATED","2","ELIGIBLE_DATA_EXTRACTED","YES","Real Assets Ending Market Value & Performance Summary (By Partnership)","performance_observation","110","110","Counted from page-002.png: 33 partnership rows print 109 populated eligible cells across the same five columns, NM and dash excluded, plus the Total Real Assets row which prints Ending Market Value only. Both lanes counted 110 and agree. source_structures differ only because B dropped the table title on this page; the image shows the same full title reprinted above the table, so the continuation is one table with page 1.","claude-sonnet-5+gpt-5+claude-opus-5"
