"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_190DA70AF35ECC5D82FF02E4","MERGE","metric_name follows the table's shape: the rows are the measures and the columns are the two years, so the metric is the row label. A used the column header '2016' or '2015', and a period is never a metric name. source_section takes the statement's own printed title, which the contract names as a heading; both lanes left it blank on this page. as_of_date is corrected on the comparative column: both lanes stamped every cell 'December 20, 2016', which dates a 2015 balance as of the 2016 liquidation date. The page prints nothing more precise than '2015' for the comparative column.","2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","2","TABLE","Balance Sheet","Balance Sheet","Capital - organization and offering expenses","2015","1","reporting_entity","Capital - organization and offering expenses","","","","","","","","","","2015","","(Expressed in Canadian dollars)","fund_expense","Capital - organization and offering expenses","(263,543)","","","","","","(263.543) Capital - organization and offering expenses","actual","IMAGE_ONLY: verified against page-002.png; OCR renders this comma-grouped number with a period (263.543).","A+B+ADJUDICATOR","RESOLVED"
"PAIR_3F625ACE92DCC23D8CFC081F","MERGE","metric_name follows the table's shape: the rows are the measures and the columns are the two years, so the metric is the row label. A used the column header '2016' or '2015', and a period is never a metric name. source_section takes the statement's own printed title, which the contract names as a heading; both lanes left it blank on this page. as_of_date is corrected on the comparative column: both lanes stamped every cell 'December 20, 2016', which dates a 2015 balance as of the 2016 liquidation date. The page prints nothing more precise than '2015' for the comparative column.","2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","2","TABLE","Balance Sheet","Balance Sheet","Capital - organization and offering expenses","2016","1","reporting_entity","Capital - organization and offering expenses","","","","","","","","","","December 20, 2016","","(Expressed in Canadian dollars)","fund_expense","Capital - organization and offering expenses","(263,543)","","","","","","Capital - organization and offering expenses (263,543)","actual","IMAGE_ONLY: This document has no text layer and no grid, so the value was read from the page image; the OCR line renders comma-grouped numbers with periods and drops the printed dollar signs.","A+B+ADJUDICATOR","RESOLVED"
"PAIR_46CC3B61948C424D6499A4FF","MERGE","metric_name follows the table's shape: the rows are the measures and the columns are the two years, so the metric is the row label. A used the column header '2016' or '2015', and a period is never a metric name. source_section takes the statement's own printed title, which the contract names as a heading; both lanes left it blank on this page. as_of_date is corrected on the comparative column: both lanes stamped every cell 'December 20, 2016', which dates a 2015 balance as of the 2016 liquidation date. The page prints nothing more precise than '2015' for the comparative column.","2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","2","TABLE","Balance Sheet","Balance Sheet","Capital contributions","2015","1","reporting_entity","Capital contributions","","","","","","","","","","2015","","(Expressed in Canadian dollars)","paid_in_capital","Capital contributions","29,155,169","","","","","","29,155.169 Capital contributions","actual","IMAGE_ONLY: verified against page-002.png; OCR renders this comma-grouped number with a trailing period (29,155.169).","A+B+ADJUDICATOR","RESOLVED"
"PAIR_56DB822D9AE1A3C220338625","MERGE","metric_name follows the table's shape: the rows are the measures and the columns are the two years, so the metric is the row label. A used the column header '2016' or '2015', and a period is never a metric name. source_section takes the statement's own printed title, which the contract names as a heading; both lanes left it blank on this page. as_of_date is corrected on the comparative column: both lanes stamped every cell 'December 20, 2016', which dates a 2015 balance as of the 2016 liquidation date. The page prints nothing more precise than '2015' for the comparative column.","2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","2","TABLE","Balance Sheet","Balance Sheet","Capital contributions","2016","1","reporting_entity","Capital contributions","","","","","","","","","","December 20, 2016","","(Expressed in Canadian dollars)","paid_in_capital","Capital contributions","29,155,169","","","","","","Capital contributions 29.155.169","actual","IMAGE_ONLY: verified against page-002.png; OCR renders this comma-grouped number with periods (29.155.169).","A+B+ADJUDICATOR","RESOLVED"
"PAIR_A309C5F4FBB7FA8E953B3566","MERGE","metric_name follows the table's shape: the rows are the measures and the columns are the two years, so the metric is the row label. A used the column header '2016' or '2015', and a period is never a metric name. source_section takes the statement's own printed title, which the contract names as a heading; both lanes left it blank on this page. as_of_date is corrected on the comparative column: both lanes stamped every cell 'December 20, 2016', which dates a 2015 balance as of the 2016 liquidation date. The page prints nothing more precise than '2015' for the comparative column. subject_type is asset_class: a balance-sheet caption naming a kind of asset is classified by its own printed label, while the partners' capital components on this page belong to the reporting entity. metric_value_raw regains the dollar sign the page prints against this cell, which both lanes dropped because the OCR line does not carry it; the printed form is what the contract records.","2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","2","TABLE","Balance Sheet","Balance Sheet","Cash","2015","1","asset_class","Cash","","","","","","","","","","2015","","(Expressed in Canadian dollars)","cash","Cash","$48,231","","","","","","Cash 48.231","actual","IMAGE_ONLY: verified against page-002.png; OCR renders this comma-grouped number with a period (48.231) and drops the leading $ signs.","A+B+ADJUDICATOR","RESOLVED"
"PAIR_420D4683C0908D963CF21D42","MERGE","metric_name follows the table's shape: the rows are the measures and the columns are the two years, so the metric is the row label. A used the column header '2016' or '2015', and a period is never a metric name. source_section takes the statement's own printed title, which the contract names as a heading; both lanes left it blank on this page. as_of_date is corrected on the comparative column: both lanes stamped every cell 'December 20, 2016', which dates a 2015 balance as of the 2016 liquidation date. The page prints nothing more precise than '2015' for the comparative column.","2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","2","TABLE","Balance Sheet","Balance Sheet","Distribution","2016","1","reporting_entity","Distribution","","","","","","","","","","December 20, 2016","","(Expressed in Canadian dollars)","distribution","Distribution","(25,517)","","","","","","Distribution (25,517)","actual","IMAGE_ONLY: This document has no text layer and no grid, so the value was read from the page image; the OCR line renders comma-grouped numbers with periods and drops the printed dollar signs.","A+B+ADJUDICATOR","RESOLVED"
"PAIR_47CCD9EE63DF41B946BEA4BD","MERGE","The context row stays on page 2 where both lanes filed it: page 1 is a bare cover with no observation, and validate-final rejects a page whose only row is the context row, so the contract's 'always page 1' cannot be met here. subject_name takes the fund exactly as the cited page prints it, in caps, over A's 'Financial Statements', which is the cover title and is not printed on page 2. as_of_date takes A's printed 'December 20, 2016', and source_section takes the statement's printed title. manager_name, investor_name and portfolio_name stay blank: the Fund Manager is named on page 6 and not on the cited page, the fund reports on itself rather than on an investor, and a report title is never a portfolio.","2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","ADJUDICATED","document_context","2","DOCUMENT","Balance Sheet","Balance Sheet","DOCUMENT","","1","document","JEFFERSON PARTNERS FUND IV (PA), L.P.","","","","","","","","","","December 20, 2016","","(Expressed in Canadian dollars)","","","","","","","","","JEFFERSON PARTNERS FUND IV (PA), L.P I.iquidated Balance Sheet","actual","","A+B+ADJUDICATOR","RESOLVED"
"PAIR_86B7BEDB12F59CCF8EABDE4E","MERGE","metric_name follows the table's shape: the rows are the measures and the columns are the two years, so the metric is the row label. A used the column header '2016' or '2015', and a period is never a metric name. source_section takes the statement's own printed title, which the contract names as a heading; both lanes left it blank on this page. as_of_date is corrected on the comparative column: both lanes stamped every cell 'December 20, 2016', which dates a 2015 balance as of the 2016 liquidation date. The page prints nothing more precise than '2015' for the comparative column. horizon and period_end take the printed 'Period ended December 20, 2016, with comparative figures for 2015'.","2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","3","TABLE","Statement of Operations and Deficit","Statement of Operations and Deficit","Change in unrealized gain (loss) in fair value of investments","2015","1","reporting_entity","Change in unrealized gain (loss) in fair value of investments","","","","","","","","","2015","2015","2015","(Expressed in Canadian dollars)","unrealized_gain_loss","Change in unrealized gain (loss) in fair value of investments","406,700","","","","","","fair value of investments 8,817,861 406.700","actual","IMAGE_ONLY: verified against page-003.png; OCR renders this comma-grouped number with a period (406.700).","A+B+ADJUDICATOR","RESOLVED"
"PAIR_7E3F5B6C2F61E923449AF2EC","MERGE","metric_name follows the table's shape: the rows are the measures and the columns are the two years, so the metric is the row label. A used the column header '2016' or '2015', and a period is never a metric name. source_section takes the statement's own printed title, which the contract names as a heading; both lanes left it blank on this page. as_of_date is corrected on the comparative column: both lanes stamped every cell 'December 20, 2016', which dates a 2015 balance as of the 2016 liquidation date. The page prints nothing more precise than '2015' for the comparative column. horizon and period_end take the printed 'Period ended December 20, 2016, with comparative figures for 2015'.","2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","3","TABLE","Statement of Operations and Deficit","Statement of Operations and Deficit","Change in unrealized gain (loss) in fair value of investments","2016","1","reporting_entity","Change in unrealized gain (loss) in fair value of investments","","","","","","","","","December 20, 2016","December 20, 2016","2016","(Expressed in Canadian dollars)","unrealized_gain_loss","Change in unrealized gain (loss) in fair value of investments","8,817,861","","","","","","fair value of investments 8,817,861 406.700","actual","IMAGE_ONLY: This document has no text layer and no grid, so the value was read from the page image; the OCR line renders comma-grouped numbers with periods and drops the printed dollar signs.","A+B+ADJUDICATOR","RESOLVED"
"PAIR_80CD269E966BEB5368D2454B","MERGE","metric_name follows the table's shape: the rows are the measures and the columns are the two years, so the metric is the row label. A used the column header '2016' or '2015', and a period is never a metric name. source_section takes the statement's own printed title, which the contract names as a heading; both lanes left it blank on this page. as_of_date is corrected on the comparative column: both lanes stamped every cell 'December 20, 2016', which dates a 2015 balance as of the 2016 liquidation date. The page prints nothing more precise than '2015' for the comparative column. horizon and period_end take the printed 'Period ended December 20, 2016, with comparative figures for 2015'.","2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","3","TABLE","Statement of Operations and Deficit","Statement of Operations and Deficit","Deficit, beginning of year","2015","1","reporting_entity","Deficit, beginning of year","","","","","","","","","2015","2015","2015","(Expressed in Canadian dollars)","beginning_capital","Deficit, beginning of year","(28,843,512)","","","","","","Deficit, beginning of year (28.856,303) (28.843,512)","actual","IMAGE_ONLY: verified against page-003.png; OCR renders this comma-grouped number with a period after the leading digits (28.843,512).","A+B+ADJUDICATOR","RESOLVED"
